p
2.7640676568004918e-15
0.0034166955347118316
0.008429766205400877
6.66559020809214e-17
2.032993979876193e-16
0.004704296036853584
3.0114885306571694e-16
2.231063764868759e-17
3.4629429476993804e-17
1.8971294178643221e-16
3.280565943965021e-16
0.007823856862246877
0.0043839909842040906
8.64757283056418e-16
0.022495403177983528
5.866965311910235e-17
1.7997779913964583e-16
0.015690785588809857
0.01844243949867068
3.0258357395720203e-16
1.2052969394585865e-17
6.232363834790616e-17
7.892181341540269e-17
0.012039447719577972
1.0856574181841716e-15
5.440409587958578e-18
0.015642230629947712
6.122094137354148e-17
2.0548459007000026e-15
1.6079304472999546e-16
0.002990078001082112
4.7062214962274e-17
3.141150134656874e-16
1.767130817051244e-17
0.012223541826637277
3.1484261795191586e-15
1.9011251990432182e-17
0.002699522605485972
1.8016720356585932e-16
0.015088653877256162
6.361821097193237e-16
9.152107189410463e-17
1.2448887024218463e-17
0.00271026499323671
1.9711103534337334e-15
5.0568688102451986e-17
0.024614877714579812
7.461975792575425e-16
1.0963999752694785e-15
0.010997115422335174
2.206438763769226e-16
0.019210302588478573
0.0006160193086671999
2.7935931627800115e-16
0.0010366787405229599
1.8831819051849885e-16
5.41478247745176e-16
0.01819289435116528
8.224857891092614e-16
5.1695405283023795e-17
0.029622215787537917
5.076193574077916e-17
6.840415965288753e-16
7.536942416137219e-17
2.4202306473228622e-15
1.06775875945299e-11
1.6038821579837073e-16
9.645987748280211e-17
3.3801631977156367e-16
5.874518162518923e-17
7.620267343084892e-18
1.047876755876657e-15
0.010985154050207696
6.705410520153289e-16
2.6142676998538613e-15
0.04521302111005388
2.395255333344102e-15
0.07792493340318246
0.01558588467170447
3.29620156150526e-18
2.7828641641121013e-17
3.7208566729217725e-16
0.007289313707299631
4.4815677536390895e-17
0.01334869758039395
7.764003682852535e-18
8.993372688827019e-17
3.9628076991748996e-17
1.8137351507583718e-16
5.726852431210283e-16
3.6282531633852407e-16
0.0017020358543270424
3.9411883099466505e-18
1.2857770950162299e-17
0.007210063597584694
0.02725653095638701
1.212125370933996e-15
2.150282851016483e-16
4.823306266409509e-16
7.754265124995164e-18
4.149951618293291e-18
5.951327025429345e-18
3.8197882624320693e-16
4.0265475913828275e-18
0.013654433625210662
4.2709842117512765e-17
6.083964754016053e-17
0.023200308886276312
9.228149406263386e-16
0.0039375808728552095
1.1652784098468296e-15
1.5779354235339116e-16
3.566300387803195e-17
5.19677213438219e-17
0.006029425765988534
1.3841659131717857e-16
1.8908705191143563e-16
0.015592252351297098
2.6078225020231986e-16
0.011655567100290984
0.03097678765842184
1.5738340122426078e-16
3.888753398419518e-16
4.2960947510321657e-16
1.1224450115710148e-16
1.8988974841590922e-15
6.592843864197975e-17
2.3799146545873862e-17
4.480450692126186e-16
2.2426805137067843e-17
2.7564066850364944e-18
8.619792121448771e-16
0.010465925125429133
5.4331527605767945e-17
0.012463566244986561
0.013087659254795004
2.6200911730700543e-16
5.435405211141313e-17
7.520113712436473e-16
2.9714643474506013e-16
6.875117227311049e-15
1.861604573737544e-16
0.018375578213706733
0.007812375106317713
0.009653757672070957
1.2307455859864666e-15
3.9523619134405345e-16
5.455121853387575e-18
1.1152621877584252e-16
4.646085959068073e-16
3.2927476246708823e-18
1.0563084475743721e-16
0.008423208995399256
0.007810071539075406
0.019720113963379474
6.690512634213255e-18
0.01730445965771614
0.010099147125010817
6.290279273323845e-17
1.4647575476357245e-15
0.01681466511976566
3.3498272747368203e-17
0.005926500550498694
0.01619248165434243
0.005455715356352047
5.610713496068949e-16
1.0238001056960908e-15
9.1053890714477e-17
0.027973442192449044
0.008659390701715532
8.017926418743879e-16
1.8717795972640843e-16
1.204623739873263e-17
0.000564725978011786
0.014280977175652975
6.56314778683951e-18
2.6513296447165292e-15
0.057235640182910004
2.764794647669259e-18
1.6382359144722821e-15
7.950105507471549e-16
2.2219875984477324e-17
2.222777210355828e-16
0.019125398808510063
0.015089230035392621
0.00033392850058803705
2.1406448947464405e-16
1.1559074825958444e-15
1.013769237743382e-15
0.012025509452755826
1.4748244479456172e-15
0.006957934052366331
0.004729884995348614
1.2116471464824665e-15
7.160002955092337e-16
7.126423571482489e-17
0.021775544804250875
0.0449698509415983
2.3949745325204065e-18
0.022040247941985218
